,id,sentence1,sentence2,similarity
2770,2770," In 1884, a Victorian electorate shrugged off Grover Cleveland's confessed paternity of an out-of-wedlock son. Grover Cleveland eventually adopted the child.","In 1884 , a Victorian electorate shrugged off Grover Olivia 's confessed paternity of an out-of-wedlock son . Grover Cleveland eventually adopted the child .",0.0
2771,2771, aislynn was just starting to drift off into a relaxed daze when something caught her attention .,Alexander was just starting to drift off into a relaxed daze when something caught his attention.,0.0
2772,2772," finally , standing before her father , he handed him a letter .","finally , standing before her father , she handed him a letter .",0.0
2773,2773," zanas watched as he hopped up , burrowing himself into the heavy furs .","Zanas watched as she hopped up, burrowing herself into the heavy furs.",0.0
2774,2774," she needed to focus on her patient , pushing worrying thoughts aside .","he needed to focus on his patient , pushing worrying thoughts aside .",0.0
2775,2775, he leaned back with a sigh .,She leaned back with a sigh.,0.0
2776,2776," Two weeks later, Tom Osborne, then a graduate assistant, was one of his coaches. Tom Osborne was not qualified to coach anyone.","Two weeks later , Tomosa Osborne , then a graduate assistant , was one of his coaches . Tom Osborne was not qualified to coach anyone.",0.0
2777,2777, and her her her uh mother went over there just for that And her mother dragged herself there just for that.,"and his his his uh mother went over there just for that , and his mother dragged herself there just for that .",0.0
2778,2778, missy handed them up and asked him if he wanted the stirrups adjusted .,"missy handed them up and asked her if she wanted the stirrups adjusted .

",0.0
2779,2779, She sidestepped and kicked the assassin's knee with her hard boot. The assassin broke his leg after being kicked by her.,He sidestepped and kicked the assassin 's knee with his hard boot. The assassin broke his leg after being kicked by him.,0.0
2780,2780, so and i i've got a son I have a beautiful son.,"SO and I, I've got a daughter. I have a beautiful daughter.
",0.0
2781,2781, i just had a vision of the elf mellen -- the black elf killed him .,I just had a vision of the elf Melania - the black elf killed her.,0.0
2782,2782," Land , people and narrative flow together in a stark portrait of motherhood deferred and desire explored .","Land , people and narrative flow together in a stark portrait of paternity deferred and desire explored .",0.0
2783,2783, a few days later one of the young cowboys from the turner farm came charging into town and brought his horse to a sliding stop on lilly anns front lawn .,a few days later one of the young cowgirls from the turner farm came charging into town and brought her horse to a sliding stop on lilly anns front lawn .,0.0
2784,2784, long white socks and tennis shoes added to the school girl effect .,"long white socks and tennis shoes added to the school boy effect .

",0.0
2785,2785, jia reached over and squeezed her hand .,Jia reached over and squeezed his hand.,0.0
2786,2786," 'The situation is pretty bad, sirs,' one of his men reported. A male reported that the circumstance was really bad. ","'The situation is pretty bad , madams,' one of her men reported. A male reported that the circumstance was really bad.",0.0
2787,2787, he nodded and sat down again .,"she nodded and sat down again .

",0.0
2788,2788, jay carried on climbing his way up .,Jayden carried on climbing her way up.,0.0
2789,2789, sandy noticed her hands trembling slightly .,Simon noticed his hands trembling slightly .,0.0
2790,2790, but i like i i'm a Danielle Steele fan I hate Danielle Steele.,but i like i i 'm a Danielle John fan I hate Danielle Steele .,0.0
2791,2791, It also shows how deeply felt emotions can draw people together across the walls that might otherwise separate them .,It also shows how deeply felt emotions can draw people together across the walls that might otherwise separate this .,0.0
2792,2792, the cave was cold though and soon he was shivering .,"The cave was cold though, and soon she was shivering.",0.0
2793,2793, Writer\/director Alexander Payne ( Election ) and his co-writer Jim Taylor brilliantly employ their quirky and fearless ability to look American angst in the eye and end up laughing .,Writer/director Alexander Payne (Election) and his co-writer Jim Taylor brilliantly employ their quirky and fearless ability to look American angst in the eye and end up laughing. ,0.0
2794,2794, he turned a blazing smile on her .,he turned a blazing smile on him,0.0
2795,2795," spellcasters in lara 's opinion rarely seemed to understand things like dimensions and available space ; far too often she had seen spells go horribly wrong , doing as much damage to friend as foe .","Spellcasters in Larry's opinion rarely seemed to understand things like dimensions and available space; far too often he had seen spells go horribly wrong, doing as much damage to friend as foe.",0.0
2796,2796," porthys succeeded her ; and thanks to one of those disappearances to which she was accustomed , she was able to provide for the wants of all for a fortnight .","Porthys succeeded him; and thanks to one of those disappearances to which he was accustomed, he was able to provide for the wants of all for a fortnight.",0.0
2797,2797," dr. abrams is not a bad guy and he has done nothing to deserve losing his lifes work , let alone his life itself !","dr. abrams is not a bad gal and she has done nothing to deserve losing her lifes work, let alone her life itself!",0.0
2798,2798, chaytan feels he failed to reach you earlier when he did not take the scooter .,Chay feels she failed to reach you earlier when she did not take the scooter.,0.0
2799,2799, So vivid a portrait of a woman consumed by lust and love and crushed by betrayal that it conjures up the intoxicating fumes and emotional ghosts of a freshly painted Rembrandt .,So vivid a portrait of a woman consumed by lust and love and crushed by betrayal that it conjures up the intoxicating fumes and emotional ghosts of a freshly painted Rembrandt.,0.0
2800,2800, His uncle looked at him for a long time. His aunt was looking at him. ,Her uncle looked at him for a long time . His aunt was looking at him .,0.0
2801,2801," well this was right before then and joan tried to speed up her plans to be matriarch but , unfortunately for her , she misjudged the werewolfs motives and got herself killed .","well this was right before then and Jim tried to speed up his plans to be patriarch but , unfortunately for him, he misjudged the werewolfs motives and got himself killed .",0.0
2802,2802," im sure hes all right , daddy .","I'm sure he's all right, mommy.",0.0
2803,2803," carolyn and john had frequently talked about the love match between peter and rachael , and she didnt know their engagement had ended .","Carl and John had frequently talked about the love match between Peter and Rachael, and he didn't know their engagement had ended.",0.0
2804,2804," shes convinced that billy was a terrible womanizer , and kris was a saint .","She's convinced that Belinda was a terrible womanizer, and Kris was a saint.",0.0
2805,2805," while he had inexplicably survived after spending a good five minutes clinically dead , his health was extremely delicate .","while he had inexplicably survived after spending a good five minutes clinically dead, her health was extremely delicate.",0.0
2806,2806, jacinto mirrored her on his side .,Jacinto mirrored him on his side.,0.0
2807,2807, his jeweled hands hung to his sides .,Her jeweled hangs hung to her sides.,0.0
2808,2808," As crimes go , writer-director Michael Kalesniko 's How to Kill Your Neighbor 's Dog is slight but unendurable .","As crimes go, writer-director michael him's how to kill your neighbor's dog slight but unendurable.",0.0
2809,2809," she looked around , searching for the man she loved , and when she saw him between a few men , she wanted to call him .","She looked around, searching for the man she loved, and when she saw him between a few women, she wanted to call him.",0.0
2810,2810, They were right .,She was right.,0.0
2811,2811," Affirms the gifts of all involved , starting with Spielberg and going right through the ranks of the players -- on-camera and off -- that he brings together .","Affirms the gifts of all involved, starting with Spielberg and going right through the ranks of the players -- on-camera and off -- that she brings together.",0.0
2812,2812," 'while fighting and retreating , as i have told monseigneur , she found the door of the cellar stairs behind her , and as the door was open , she took out the key , and barricaded herself inside .","'while fighting and retreating , as i have told monseigneur , he found the door of the cellar stairs behind him , and as the door was open , he took out the key , and barricaded himself inside .",0.0
2813,2813," he treated xin like one would a ventriloquists dummy , with dave being the puppeteer .","He treated Xin like one would a ventriloquists dummy , with Darla being the puppeteer .

",0.0
2814,2814, where she wants to beaway from me .,Where he wants to be away from me.,0.0
2815,2815," However and now I'm giving it to you straight, Kirby this is once I'd follow Bayliss' orders. Kirby and Bayliss knew each other.","However and now I'm giving it to you straight, Kirby this is once I'd follow Mrs Bayliss' orders. Kirby and Mrs. Bayliss knew each other.",0.0
2816,2816," he had been listening intently to eric , chris , and catalina .","She had been listening intently to Eric , Chris , and Catalina.",0.0
2817,2817," `` ma'am , could you please go get joshua ?","Ma'am, could you please go get Joshua?",0.0
2818,2818, Romanek keeps adding flourishes -- artsy fantasy sequences -- that simply feel wrong .,Romanek keeps adding flourishes -- artsy realism sequences -- that simply feel wrong .,0.0
2819,2819, well she looks in another direction .,Well he looks in another direction.,0.0
2820,2820," well , now , son , rex started , i guess you must have hit your head harder than we first thought .","Well, now, daughter, Rex started, I guess you must have hit your head harder than we first thought .",0.0
2821,2821," then you should stay with my uncle hetarth and i , she gestured over her shoulder to the older man , who removed his pipe to wave at them , leaving a thin stream of smoke trailing after .","then you should stay with my Aunt Heather and i , she gestured over her shoulder to the older woman , who removed her pipe to wave at them , leaving a thin stream of smoke trailing after .",0.0
2822,2822, Simpson defense team --attorney Barry Scheck and forensic scientist Henry Lee--to help in the JonBenet Ramsey murder case. Simpson's defense team wasn't sure he was innocent.,Simpson defense team -- attorney Barry Scheck and forensic scientist Henry Lee -- to help in the James Ramsey murder case . Simpson 's defense team was n't sure he was innocent .,0.0
2823,2823,"  ""Come on,"" he said. Come on, he said without hesitation in his voice.","""Come on,'' she said. ""Come on,"" she said, without hesitation in her voice.",0.0
2824,2824, It has been suggested that Clinton limited his idea to under-18s in order to affront only people who cannot vote. Clinton did not impose this idea.,It has been suggested that Clinton limited her idea to under-18s in order to affront only people who can not vote. Clinton did not impose this idea.,0.0
2825,2825, she moved in front of him .,She moved in front of her.,0.0
2826,2826, She tasted and almost vomited. She tried it and loved it.,"He tasted and almost vomited . He tried it and loved it .

",0.0
2827,2827, joseph 's entire frame paused as he mulled over her words .,joseph 's entire frame paused as he mulled over his words ,0.0
2828,2828, Crowell  and  Moring may take on an Employment Law page. Th employment law page is useful to Crowell and Moring.,Catherine and Moring may take on an Employment Law page . Th employment law page is useful to Catherine and Moring .,0.0
2829,2829, he got himself comfortable on the high side and felt his boat through his hands and his arse .,She got herself comfortable on the high side and felt her boat through her hands and her butt.,0.0
2830,2830, so she stopped and looked at the confused lizard staring at her .,So he stopped and looked at the confused lizard staring at him.,0.0
2831,2831," with his men reining up beside him , he dismounted among the melon-sized digger cones that lay scattered in profusion .","With his women reining up beside him, he dismounted among the melon-sized digger cones that lay scattered in profusion.",0.0
2832,2832, A complex psychological drama about a father who returns to his son 's home after decades away .,A complex psychological drama about a father who returns to his daughter 's home after decades away .,0.0
2833,2833, hell wish he was bad when i finish with him .,She'll wish she was bad when I finish with her.,0.0
2834,2834, richard had debated with himself whether to mix the watches with basque and colonial crewmembers but had decided that would have meant an extra strain on his already-stretched crew .,"Rita had debated with herself whether to mix the watches with Basque and colonial crewmembers, but had decided that would have meant an extra strain on her already-stretched crew .",0.0
2835,2835," goodbye , mr. johnson , thanks again for your time !","Goodbye , Mrs. Johnson, thanks again for your time!",0.0
2836,2836," sounds good to me , tommy said , climbing in his truck after lisa .","“Sounds good to me”, Tommy said, climbing in his truck after Larry.",0.0
2837,2837, he does a bad nicholson impression .,She does a bad nicholson impression .,0.0
2838,2838, this person looked harmless but there was danger alarms going off inside her .,"this person looked harmless, but there were danger alarms going off inside him .",0.0
2839,2839," he had never heard his father apologize before , not in his whole life , not to his mother , not to anyone .","He had never heard his father apologize before, not in his whole life, not to his father, not to anyone.",0.0
2840,2840," general white went on , peter , whats your take on this ?","General White went on , petunia , whats your take on this ?",0.0
2841,2841," Without ( De Niro ) , City By The Sea would slip under the waves .","Without (Ms. De Niro), City By The Sea would slip under the waves.",0.0
2842,2842, Courtney CHASES Stuart with a CELL PHONE .,Courtney CHASES Stella with a CELL PHONE.,0.0
2843,2843," jordan held out his hand , jay and broudie took one each .","jane held out her hand , jay and broudie took one each .

",0.0
2844,2844, i have to stand up to them .,I have to stand up to him. ,0.0
2845,2845," shyness retook a woman whose eyes were mourning , whose smile had faded , though her beauty remained ; and she blushed , fidgeting her feet in the dirt , `` ? he said he would die soon .","Shyness retook a man whose eyes were mourning , whose smile had faded , though his beauty remained ; and he blushed , fidgeting his feet in the dirt , he said he would die soon .",0.0
2846,2846, i said catching him in mid-air .,i said catching her in mid-air .,0.0
2847,2847, A four star performance from Kevin Kline who unfortunately works with a two star script .,A four star performance from Susan Kline who unfortunately works with a two star script .,0.0
2848,2848, A story describes the breakthrough period of Muhammad Ali. The breakthrough period of Muhammad Ali has never been described.,A story describes the breakthrough period of Muhammad Ali . The breakthrough period of Muhammad Mary has never been described.,0.0
2849,2849, he spoke to the man in uniform as he stretched his aching limbs .,She spoke to the man in uniform as he stretched her aching limbs .,0.0
2850,2850, neil felt he would choke with rage .,Nicole felt she would choke with rage.,0.0
2851,2851, he hugged her with his strong arms and lifted her off the ground .,"She hugged her with her strong arms and lifted her off the ground.

",0.0
2852,2852," peter , eli , and ian stepped forward , flanking him .","Peter , Eli , and Ian stepped forward , flanking her.",0.0
2853,2853, `` The Tuxedo '' should have been the vehicle for Chan that `` The Mask '' was for Jim Carrey .,"""The Tuxedo"" should have been the vehicle for chan that ""The Mask"" was for Jim Catherine.",0.0
2854,2854," At the sight of Tommy, Julius's eyes seemed as though they would pop out of his head. Julius had to restrain himself when he saw Tommy.","At the sight of Tommy, Janet's eyes seemed as though they would pop out of her head. Janet had to restrain herself when she saw Tommy.",0.0
2855,2855," alejo narrowed his eyes at gabriel , feeling possessed .","alejo narrowed his eyes at gabriel , feeling possessed .",0.0
2856,2856," Without Shakespeare 's eloquent language , the update is dreary and sluggish .","Without She eloquent language, the update is dreary and sluggish.",0.0
2857,2857," Staying at the Metropole, he told me."" He turned to Julius. ""He told me he was staying in a barn.""","""Staying at the Metropole, he told me."" He turned to Julia. ""He told me he was staying in a barn.""",0.0
2858,2858," still , sovant was wondering about love potions and magic spells , wondering if an enchantress named maria sovant ne camerino , who hailed from detroit , had bewitched him with black magic .","Still, Shana was wondering about love potions and magic spells, wondering if an enchantress named Maria Sovant ne Camerino, who hailed from Detroit, had bewitched her with black magic.",0.0
2859,2859," sovant tried to tell himself that if he could only relax a little , just enough to calm his racing pulse , then his heart might not tear itself apart .","Stephanie tried to tell herself that if she could only relax a little , just enough to calm her racing pulse , then her heart might not tear itself apart.",0.0
2860,2860, San'doro started a morning fire. San'doro started a fire to cook them breakfast.,"Evelyn started a morning fire . San'doro started a fire to cook them breakfast .

",0.0
2861,2861, jason squints and looks around as he senses something is coming .,Janice squints and looks around as she senses something is coming .,0.0
2862,2862," for that matter , jhahnahkan himself will be very unhappy .","For that matter, Jennifer herself will be very unhappy.",0.0
2863,2863, she snatched his hypnotic controlling mesmerizerthat was attached to his belt .,She snatched her hypnotic controlling mesmerizer that was attached to her belt.,0.0
2864,2864," twisting her head away from the ghastly spectacle , she became aware that another post stood near her -- a stake painted black as was the one to which she was bound .","Twisting his head away from the ghastly spectacle, he became aware that another post stood near him -- a stake painted black as the one to which he was bound.",0.0
2865,2865, his wife took over without skipping a beat .,Her wife took over without skipping a beat.,0.0
2866,2866," what did he mean hairy legged jay , he hasnt got hairy le- he looked down at his legs , all eight of them , black and hairy , protruding from his hips .","what did he mean hairy legged jane , she hasnt got hairy le- he looked down at his legs , all eight of them , black and hairy , protruding from his hips .",0.0
2867,2867, Supposing Mr. Brown Julius was there waiting… . Assuming Mr. Brown Julius wasn't even there...,Supposing Mrs. Brown Julius was there waiting… . Assuming Mrs. Brown Julius was n't even there ...,0.0
2868,2868, he seems to be a true believer .,She seems to be a true believer.,0.0
2869,2869,  Gabriel looked out of the window and Adrin saw real remorse in the small man's eyes. Gabriel looked at his book.,Gabriela looked out of the window and Adrin saw real remorse in the small woman 's eyes . Gabriela looked at her book .,0.0
2870,2870," go to hell , he said .","""Go to hell,"" she said.",0.0
2871,2871, He still kept his eyes fixed on him as he spoke.  He read a book while he was speaking to him.,He still kept his eyes fixed on her as he spoke.He read a book while he was speaking to her.,0.0
2872,2872, The large man stepped forward and picked her up in a hug. The man was now hugging her. ,The large woman stepped forward and picked her up in a hug . The woman was now hugging her .,0.0
2873,2873," afraid if he breathed hed give himself away , eladio closed his eyes , clenched his teeth , and waited .","Afraid if she breathed she'd give herself away , Elizabeth closed her eyes , clenched her teeth , and waited.",0.0
2874,2874, Parris ' performance is credible and remarkably mature .,Patty's performance is credible and remarkably mature.,0.0
2875,2875, Dolman confines himself to shtick and sentimentality -- the one bald and the other sloppy .,Dolly confines herself to shtick and sentimentality - the one bald and the other sloppy.,0.0
2876,2876," tell ya what , he said to jamie with a glare .","""Tell ya what"", he said to Jessica with a glare.",0.0
2877,2877," her eyes widened again , she looked up at him as only she could .","His eyes widened again, he looked up at him as only he could.",0.0
2878,2878, The world needs more filmmakers with passionate enthusiasms like Martin Scorsese .,The world needs more filmmakers with passionate enthusiasms like Mia Scorsese.,0.0
2879,2879," unconsciously , he started shaking his head .","Unconsciously, she started shaking her head. ",0.0
2880,2880," both , john whispered , slinking down in his chair .","""Both,"" Joana whispered, slinking down in her chair. ",0.0
2881,2881," In the wake of Saving Private Ryan , Black Hawk Down and We Were Soldiers , you are likely to be as heartily sick of mayhem as Cage 's war-weary marine .","In the wake of Saving Private Ryan , Black Hawk Down and We Were shieldmeiden ,you are likely to be as heartily sick of mayhem as Cage 's war-weary marine .",0.0
2882,2882," he noticed one of the soldiers , he presumed the leader , looking at him earnestly .","he noticed one of the soldiers, he presumed the leader, looking at her earnestly",0.0
2883,2883," at least they had given her clothes , for that much she was grateful at least , though they treated her with such condescension that she wanted to scream .","At least they had given him clothes, for that much he was grateful at least, though they treated him with such condescension that he wanted to scream.",0.0
2884,2884, The man beheld him a moment longer before turning to the girl. The man refused to look at him and stared only at the girl. ,The man beheld him a moment longer before turning to the boy . The man refused to look at him and stared only at the girl ,0.0
2885,2885, The latest Adam Sandler assault and possibly the worst film of the year .,The latest eva Sandler assault and possibly the worst film of the year .,0.0
2886,2886, mr. kinsley answered proving that there was nothing wrong with his hearing .,Mrs. Kinsley answered proving that there was nothing wrong with her hearing.,0.0
2887,2887," unconsciously , zanas felt herself pushing her way forward through the crowd .","Unconsciously, Zonos felt himself pushing his way forward through the crowd.",0.0
2888,2888," the people they stole that food from are long gone , he told her .","The people they stole that food from are long gone, he told him.",0.0
2889,2889, The film is a very good viewing alternative for young women .,The film is a very good viewing alternative for young men.,0.0
2890,2890, Maybe later he could come to a decision about his action. He could make a decision about his action later.,Maybe later she could come to a decision about her action. She could make a decision about her action later.,0.0
2891,2891," Mandel Holland 's direction is uninspired , and his scripting unsurprising , but the performances by Phifer and Black are ultimately winning .","Mandel Holland's direction is uninspired, and her scripting unsurprising, but the performances by Phifer and Black are ultimately winning.",0.0
2892,2892," God, I hope these guys saw me talking to Lincoln, I thought. I hope the people saw me and Lincoln chatting, since he had such a great reputation.","God , I hope these guys saw me talking to Lincoln , I thought . I hope the people saw me and Lincoln chatting , since he had such a great reputation .

",0.0
2893,2893," kaplansky was telling ramona , how many more people had come to his shop on that day , to order a repair and/ or copy old photos of their beloved ones- mainly dead soldiers .","Karen was telling ramona , how many more people had come to her shop on that day , to order a repair and/ or copy old photos of their beloved ones- mainly dead soldiers .",0.0
2894,2894," he grabbed her feet , forcing himself in between her legs with an ugly , lustful grin .","She grabbed her feet, forcing herself in between her legs with an ugly, lustful grin.",0.0
2895,2895, then they heard her begin the long downward walk to where blinded hailey struggled against her webs .,Then they heard her begin the long downward walk to where blinded Hal struggled against his webs.,0.0
2896,2896, then he looked down at his watch again .,Then she looked down at her watch again.,0.0
2897,2897, It 's not just the vampires that are damned in Queen of the Damned -- the viewers will feel they suffer the same fate .,It's not just the vampires that are damned in King of the Damned -- the viewers will feel they suffer the same fate.,0.0
2898,2898, ( Stevens is ) so stoked to make an important film about human infidelity and happenstance that he tosses a kitchen sink onto a story already overladen with plot conceits .,( Stevens is ) so stoked to make an important film about human infidelity and happenstance that she tosses a kitchen sink onto a story already overladen with plot conceits . ,0.0
2899,2899, Ali 's graduation from little screen to big is far less painful than his opening scene encounter with an over-amorous terrier .,Ali 's graduation from little screen o big is far less painful than her opening scene encounter with an over-amorous terrier .,0.0
2900,2900," he wanted to lose his mind , but some last shred of himself - whoever he was - kept him clinging to sanity .","She wanted to lose her mind, but some last shred of herself- whoever she was- kept her clinging to sanity.",0.0
2901,2901," his shoulders prickled , feeling aunt dotties happy beam on his back .","His shoulders prickled, feeling Uncle Dan's happy beam on his back.",0.0
2902,2902," whisper , watching the young agent , found himself bemused by his attempt to disguise himself as part of the tour group .","whisper , watching the young agent , found herself bemused by his attempt to disguise himself as part of the tour group .",0.0
2903,2903," This hastily mounted production exists only to capitalize on Hopkins ' inclination to play Hannibal Lecter again , even though Harris has no immediate inclination to provide a fourth book .","This hastily mounted production exists only to capitalize on Hopkins' inclination to play Hannibal Lecter again, even though Harris has no immediate inclination to provide a fourth book.",0.0
2904,2904," Nicole Holofcenter , the insightful writer\/director responsible for this illuminating comedy does n't wrap the proceedings up neatly but the ideas tie together beautifully .","Nicole Holofcenter, the insightful writer\/director responsible for this illuminating comedy doesn't wrap the proceedings up neatly but the ideas tie together beautifully.",0.0
2905,2905," the taxi driver , he was talking to a girl on the phone , i think he was telling her about what we , us , were doing and going .","The taxi driver, she was talking to a girl on the phone, I think she was telling her about what we, us, were doing and going.",0.0
2906,2906, he had taken the children of the fallen king and queen as hostages to dissuade further revolt in antral .,He had taken the children of the fallen Kings as hostages to dissuade further revolt in Antral.,0.0
2907,2907," george sat quietly , hands clasped lightly in front of him on the table , fighting an awareness that he didnt want to admit .","Jenny sat quietly, hands clasped lightly in front of her on the table, fighting an awareness that she didn't want to admit.",0.0
2908,2908," yes , your brothers decision to leave pains me still but i do understand his reasons .","Yes, your sister's decision to leave pains me still but I do understand her reasons. ",0.0
2909,2909," `` we can not fight him , nerza .","`` we can not fight him , nicholas .

",0.0
2910,2910, Paul the Apostle carried the word. The word was carried by the Apostle Mark.,Paul the Apostle carried the word . The word was carried by the Apostle Mary.,0.0
2911,2911," Emperor Ashoka commanded his edict-pillars to be built within the monasteries and stupas, of which he had thousands constructed. Emperor  Ashoka did not command any edict pillars to be built.","Emperor Ashoka commanded his edict-pillars to be built within the monasteries and stupas , of which he had thousands constructed . Emperor Aria did not command any edict pillars to be built .",0.0
2912,2912," my poor mercedes , she looks beautiful , but she wont drive more than a few miles without being warmed up for at least half an hour before hand .","My poor Manuel , he looks beautiful , but he wont drive more than a few miles without being warmed up for at least half an hour before hand .",0.0
2913,2913, alex stood between them and gestured at her .,Alex stood between them and gestured at him,0.0
2914,2914, He still kept his eyes fixed on him as he spoke.  He read a book while he was speaking to him.,"He still kept his eyes fixed on his as he spoke. He read a book while he was speaking to his.

",0.0
2915,2915," If Borstal Boy is n't especially realistic , it is an engaging nostalgia piece .","If Borstal girl is n't especially realistic, it is an engaging nostalgia piece.",0.0
2916,2916," People are judged and, in turn, judge others by how they look. Normally people who have been judged do not judge others. ","People are judged and , in turn , judge others by how Paul look . Normally people who have been judged do not judge others .",0.0
2917,2917, he didnt hesitate to weave a permanent spell of his own making onto the now frightened child .,She didn't hesitate to weave a permanent spell of her own making onto the now-frightened child.,0.0
2918,2918," the man would not wish to remain outside long , knowing the sound of the shot might summon a servant or curious guest , but he also would not want to give up his pursuit .","The woman would not wish to remain outside long, knowing the sound of the shot might summon a servant or curious guest, but she also would not want to give up her pursuit.",0.0
2919,2919, he smiled at her again and kept trying to bounce to the music .,He smiled at him again and kept trying to bounce to the music.,0.0
2920,2920," he showed great bravery in the face of danger , and although he could not save ned piths life , he did charge into a burning building to rescue his wife .","He showed great bravery in the face of danger , and although he could not save Nancy Pith's life , he did charge into a burning building to rescue her wife.",0.0
2921,2921, she suddenly felt like mrs. hercules as she hoisted both her children from the water .,she suddenly felt like mrs. hercules as she hoisted both her girl from the water.,0.0
2922,2922, it was as though he wanted to keep himself so occupied that he didnt have time to think about the loss of his friend for which he felt totally responsible .,It was as though she wanted to keep herself so occupied that she didn't have time to think about the loss of her friend for which she felt totally responsible.,0.0
2923,2923," but tori , what would happened if she said , than there was .","But tori, what would happened if he said, than there was.",0.0
2924,2924, jimmy seemed confused for a moment .,Jenny seemed confused for a moment.,0.0
2925,2925, then they could make their getaway and join the rest of the convoy .,then he could make his getaway and join the rest of the convoy .,0.0
2926,2926, she despised living on the farm and blamed her husband for their loss of status in bradenfield .,she despised living on the farm and blamed her wife for their loss of status in Bradenfield.,0.0
2927,2927," Maybe LeBlanc thought , `` Hey , the movie about the baseball-playing monkey was worse . ''","Maybe LeBlanc thought, ""Hey , the movie about the baseball-playing monkey was worse.""

",0.0
2928,2928," 'that paper must be torn to pieces , ' said d'artagnyn , who fancied she read in it her sentence of death .","'that paper must be torn to pieces , ' said dennis , who fancied he read in it his sentence of death .",0.0
2929,2929, they were going to put ketchup in all of their brothers underwear or in the pockets of their jeans .,They were going to put ketchup in all of their sisters' underwear or in the pockets of their jeans.,0.0
2930,2930," Henry Bean 's thoughtful screenplay provides no easy answers , but offers a compelling investigation of faith versus intellect","Mary Jane's thoughtful screenplay provides no easy answers, but offers a compelling investigation of faith versus intellect.",0.0
2931,2931," he stopped , lifted his front paw and growled .","She stopped, lifted her front paw and growled.",0.0
2932,2932," `` we can not fight him , nerza .","`` We can not fight him , Natalie.",0.0
2933,2933," San'doro stood, his face hidden under his black hood. San'doro put his face on display.","San'doro stood , her face hidden under his black hood . San'doro put his face on display .",0.0
2934,2934, rob pointed with his other hand first to his ear and then down the tunnel .,robin  pointed with her other hand first to her ear and then down the tunnel .,0.0
2935,2935," his mouth opened that he might explain , but he had no words .","her mouth opened that she might explain , but she had no words .",0.0
2936,2936," i then trick him again , then inform him his soul is now property of my dog kringle , to which he is alarmed greatly .","i then trick him again, then inform him his soul is now property of my dog kringle, to which she is alarmed greatly",0.0
2937,2937," Mr. Polanski is in his element here : alone , abandoned , but still consoled by his art , which is more than he has ever revealed before about the source of his spiritual survival .","Mrs. Polanski is in her element here : alone , abandoned , but still consoled by her art , which is more than she has ever revealed before about the source of her spiritual survival .

",0.0
2938,2938," and thank you , matt said then he got behind the wheel and closed his door .",""" And thank you , "" Michelle said then she got behind the wheel and closed her door .

",0.0
2939,2939," her eyes snapped open , and she began running down the central canyon .","His eyes snapped open, and he began running down the central canyon .",0.0
2940,2940," On the other side of the road is Elijah's Cave, a venerable spot where Elijah hid from the irate King Ahab after wiping out his religion ( . ) Elijah's cave isn't on the side of the road.","On the other side of the road is Emily's Cave, a venerable spot where Emily hid from the irate King Ahab after wiping out his religion. Emily's Cave isn't on the side of the road.",0.0
2941,2941," pamela seemed to be somewhat revived in the cold breeze , or at least her eyes became a little more steady , though she was quite delirious , and was speaking in crazy , incoherent fragments .","Paul seemed to be somewhat revived in the cold breeze, or at least his eyes became a little more steady, though he was quite delirious, and was speaking in crazy, incoherent fragments.",0.0
2942,2942," No, I tell ya, and then he says who that woman is... He asked if the woman was related to him.","No , I tell ya , and then he says who that man is ... He asked if the man was related to him .",0.0
2943,2943, Trial lawyers courted him and his party with tons of money. Trial lawyers were seeking him out because they were sure that he could help their case.,Trial lawyers courted him and his party with tons of money. Trial lawyers were seeking him out because they were sure that he could help their case.,0.0
2944,2944," Also, Davis needs to get over his Los Angeles exceptionalism. Davis does not need to get over his exceptionalism. ","Also , Davis needs to get over her Los Angeles exceptionalism. Davis does not need to get over her exceptionalism.",0.0
2945,2945, Eric Schweig and Graham Greene both exude an air of dignity that 's perfect for the proud warrior that still lingers in the souls of these characters .,Eric Schweig and Mary Greene both exude an air of dignity that's perfect for the proud warrior that still lingers in the souls of these characters.,0.0
2946,2946," turning her head a fraction , she saw he had stopped two seats away and was talking to a pretty redhead , who giggled and patted the seat next to her .","Turning his head a fraction, he saw he had stopped two seats away and was talking to a pretty redhead, who giggled and patted the seat next to her.",0.0
2947,2947, `` but you do n't know her from adam . '',`` but you don't know him from Adam . ``,0.0
2948,2948," david obliged , resting his weight on the edge of the couch .","Dana obliged, resting her weight on the edge of the couch.",0.0
2949,2949, she threw the ring at him .,She threw the ring at her.,0.0
2950,2950, Cal is an unpleasantly shallow and immature character with whom to spend 110 claustrophobic minutes .,Callie is an unpleasantly shallow and immature character with whom to spend 110 claustrophobic minutes.,0.0
2951,2951," slurred wilson , theres a man that knows a sound investment when he sees one !","Slurred Wilson, ""There's a woman that knows a sounds investment when she sees one!""",0.0
2952,2952, sharianna screamed as she clung to the thrashing railing .,Samson screamed as he clung to the thrashing railing.,0.0
2953,2953, tori put it around her neck .,Thomas put it around his neck.,0.0
2954,2954, Ted Bundy with the government behind him would have been a lot worse than Ted Bundy operating solo. Ted Bundy is in a better position with the help of the government.,Anna Bundy with the government behind him would have been a lot worse than Anna Bundy operating solo . Anna Bundy is in a better position with the help of the government .,0.0
